match_id,inning,batter,runs,balls,fours,sixes,batting_position,out/not out,SR,match
1426290,Gujarat Titans,MJ Suthar,1,2,0,0,9,out,50.0,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,MM Sharma,0,1,0,0,10,out,0.0,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,R Tewatia,35,21,5,1,6,out,166.67,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,Rashid Khan,18,14,2,1,7,out,128.57,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,Shubman Gill,2,7,0,0,2,out,28.57,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,V Shankar,10,7,2,0,8,out,142.86,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Gujarat Titans,WP Saha,1,7,0,0,1,out,14.29,Gujarat Titans vs Royal Challengers Bengaluru
1426290,Royal Challengers Bengaluru,C Green,1,2,0,0,6,out,50.0,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,F du Plessis,64,23,10,3,2,out,278.26,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,GJ Maxwell,4,3,1,0,5,out,133.33,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,KD Karthik,21,12,3,0,7,not out,175.0,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,RM Patidar,2,3,0,0,4,out,66.67,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,Swapnil Singh,15,9,2,1,8,not out,166.67,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,V Kohli,42,27,2,4,1,out,155.56,Royal Challengers Bengaluru vs Gujarat Titans
1426290,Royal Challengers Bengaluru,WG Jacks,1,3,0,0,3,out,33.33,Royal Challengers Bengaluru vs Gujarat Titans
1426291,Chennai Super Kings,AM Rahane,9,7,1,0,1,out,128.57,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,DJ Mitchell,30,19,2,1,3,out,157.89,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,MJ Santner,11,11,1,0,7,out,100.0,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,MM Ali,17,20,2,0,5,out,85.0,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,MS Dhoni,0,1,0,0,9,out,0.0,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,RA Jadeja,43,26,3,2,6,out,165.38,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,RD Gaikwad,32,21,4,1,2,out,152.38,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,RJ Gleeson,2,2,0,0,11,not out,100.0,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,S Dube,0,1,0,0,4,out,0.0,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,SN Thakur,17,11,2,1,8,out,154.55,Chennai Super Kings vs Punjab Kings
1426291,Chennai Super Kings,TU Deshpande,0,1,0,0,10,not out,0.0,Chennai Super Kings vs Punjab Kings
1426291,Punjab Kings,Ashutosh Sharma,3,10,0,0,7,out,30.0,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,HV Patel,12,13,1,1,9,out,92.31,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,Harpreet Brar,17,13,2,0,8,not out,130.77,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,JM Bairstow,7,6,1,0,2,out,116.67,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,JM Sharma,0,1,0,0,6,out,0.0,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,K Rabada,11,10,0,1,11,not out,110.0,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,P Simran Singh,30,23,2,2,1,out,130.43,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,RD Chahar,16,10,2,1,10,out,160.0,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,RR Rossouw,0,3,0,0,3,out,0.0,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,SM Curran,7,11,0,0,5,out,63.64,Punjab Kings vs Chennai Super Kings
1426291,Punjab Kings,Shashank Singh,27,20,4,0,4,out,135.0,Punjab Kings vs Chennai Super Kings
1426292,Kolkata Knight Riders,A Raghuvanshi,32,26,3,1,3,out,123.08,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,AD Russell,12,8,1,1,4,out,150.0,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,PD Salt,32,14,5,1,1,out,228.57,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,RK Singh,16,11,2,0,5,out,145.45,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,Ramandeep Singh,25,6,1,3,7,not out,416.67,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,SP Narine,81,39,6,7,2,out,207.69,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,SS Iyer,23,15,3,0,6,out,153.33,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Kolkata Knight Riders,VR Iyer,1,1,0,0,8,not out,100.0,Kolkata Knight Riders vs Lucknow Super Giants
1426292,Lucknow Super Giants,A Badoni,15,12,0,1,6,out,125.0,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,AA Kulkarni,9,7,2,0,2,out,128.57,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,AJ Turner,16,9,0,2,7,out,177.78,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,DJ Hooda,5,3,1,0,4,out,166.67,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,KH Pandya,5,6,0,0,8,out,83.33,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,KL Rahul,25,21,3,0,1,out,119.05,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,MP Stoinis,36,21,4,2,3,out,171.43,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,N Pooran,10,8,0,1,5,out,125.0,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,Ravi Bishnoi,2,3,0,0,10,out,66.67,Lucknow Super Giants vs Kolkata Knight Riders
1426292,Lucknow Super Giants,Yudhvir Singh,7,7,0,1,9,out,100.0,Lucknow Super Giants vs Kolkata Knight Riders
1426293,Sunrisers Hyderabad,Abdul Samad,3,4,0,0,8,out,75.0,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,Abhishek Sharma,11,16,0,1,1,out,68.75,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,H Klaasen,2,4,0,0,5,out,50.0,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,M Jansen,17,12,1,1,6,out,141.67,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,MA Agarwal,5,6,1,0,3,out,83.33,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,Nithish Kumar Reddy,20,15,2,0,4,out,133.33,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,PJ Cummins,32,16,2,2,9,not out,200.0,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,Sanvir Singh,8,7,0,0,10,not out,114.29,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,Shahbaz Ahmed,10,12,0,0,7,out,83.33,Sunrisers Hyderabad vs Mumbai Indians
1426293,Sunrisers Hyderabad,TM Head,44,28,6,1,2,out,157.14,Sunrisers Hyderabad vs Mumbai Indians
1426293,Mumbai Indians,Ishan Kishan,9,7,2,0,1,out,128.57,Mumbai Indians vs Sunrisers Hyderabad
1426293,Mumbai Indians,Naman Dhir,0,9,0,0,3,out,0.0,Mumbai Indians vs Sunrisers Hyderabad
1426293,Mumbai Indians,RG Sharma,4,5,1,0,2,out,80.0,Mumbai Indians vs Sunrisers Hyderabad
1426293,Mumbai Indians,SA Yadav,102,51,12,6,4,not out,200.0,Mumbai Indians vs Sunrisers Hyderabad
1426293,Mumbai Indians,Tilak Varma,37,32,6,0,5,not out,115.62,Mumbai Indians vs Sunrisers Hyderabad
1426294,Delhi Capitals,AR Patel,15,10,1,1,4,out,150.0,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,Abishek Porel,65,36,7,3,2,out,180.56,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,Gulbadin Naib,19,15,1,1,7,out,126.67,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,J Fraser-McGurk,50,20,7,3,1,out,250.0,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,Kuldeep Yadav,5,2,1,0,9,not out,250.0,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,RR Pant,15,13,0,1,5,out,115.38,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,Rasikh Salam,9,3,2,0,8,out,300.0,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,SD Hope,1,1,0,0,3,out,100.0,Delhi Capitals vs Rajasthan Royals
1426294,Delhi Capitals,T Stubbs,41,20,3,3,6,out,205.0,Delhi Capitals vs Rajasthan Royals
1426294,Rajasthan Royals,Avesh Khan,7,3,1,0,10,not out,233.33,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,D Ferreira,1,3,0,0,7,out,33.33,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,JC Buttler,19,17,2,1,3,out,111.76,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,R Ashwin,2,3,0,0,8,out,66.67,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,R Parag,27,22,1,3,4,out,122.73,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,R Powell,13,10,1,1,6,out,130.0,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,SB Dubey,25,12,2,2,5,out,208.33,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,SV Samson,86,45,8,6,2,out,191.11,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,TA Boult,2,3,0,0,9,not out,66.67,Rajasthan Royals vs Delhi Capitals
1426294,Rajasthan Royals,YBK Jaiswal,4,2,1,0,1,out,200.0,Rajasthan Royals vs Delhi Capitals
1426295,Lucknow Super Giants,A Badoni,55,30,9,0,6,not out,183.33,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Lucknow Super Giants,KH Pandya,24,21,0,2,4,out,114.29,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Lucknow Super Giants,KL Rahul,29,33,1,1,1,out,87.88,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Lucknow Super Giants,MP Stoinis,3,5,0,0,3,out,60.0,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Lucknow Super Giants,N Pooran,48,26,6,1,5,not out,184.62,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Lucknow Super Giants,Q de Kock,2,5,0,0,2,out,40.0,Lucknow Super Giants vs Sunrisers Hyderabad
1426295,Sunrisers Hyderabad,Abhishek Sharma,75,28,8,6,1,not out,267.86,Sunrisers Hyderabad vs Lucknow Super Giants
1426295,Sunrisers Hyderabad,TM Head,89,30,8,8,2,not out,296.67,Sunrisers Hyderabad vs Lucknow Super Giants
1426296,Royal Challengers Bengaluru,C Green,46,27,5,1,5,out,170.37,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,F du Plessis,9,7,2,0,2,out,128.57,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,KD Karthik,14,6,0,2,6,out,233.33,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,MK Lomror,0,2,0,0,7,out,0.0,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,RM Patidar,55,23,3,6,4,out,239.13,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,Swapnil Singh,1,1,0,0,8,not out,100.0,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,V Kohli,92,47,7,6,1,out,195.74,Royal Challengers Bengaluru vs Punjab Kings
1426296,Royal Challengers Bengaluru,WG Jacks,12,7,1,1,3,out,171.43,Royal Challengers Bengaluru vs Punjab Kings
1426296,Punjab Kings,Arshdeep Singh,4,3,1,0,11,out,133.33,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,Ashutosh Sharma,8,5,0,1,8,out,160.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,HV Patel,0,1,0,0,10,out,0.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,JM Bairstow,27,16,4,1,3,out,168.75,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,JM Sharma,5,4,1,0,5,out,125.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,LS Livingstone,0,2,0,0,6,out,0.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,P Simran Singh,6,4,1,0,1,out,150.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,RD Chahar,5,5,1,0,9,not out,100.0,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,RR Rossouw,61,27,9,3,2,out,225.93,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,SM Curran,22,16,2,0,7,out,137.5,Punjab Kings vs Royal Challengers Bengaluru
1426296,Punjab Kings,Shashank Singh,37,19,4,2,4,out,194.74,Punjab Kings vs Royal Challengers Bengaluru
1426297,Gujarat Titans,B Sai Sudharsan,103,51,5,8,1,out,201.96,Gujarat Titans vs Chennai Super Kings
1426297,Gujarat Titans,DA Miller,16,11,1,0,3,not out,145.45,Gujarat Titans vs Chennai Super Kings
1426297,Gujarat Titans,M Shahrukh Khan,2,3,0,0,4,out,66.67,Gujarat Titans vs Chennai Super Kings
1426297,Gujarat Titans,Shubman Gill,104,55,9,6,2,out,189.09,Gujarat Titans vs Chennai Super Kings
1426297,Chennai Super Kings,AM Rahane,1,5,0,0,1,out,20.0,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,DJ Mitchell,63,34,7,3,3,out,185.29,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,MJ Santner,0,2,0,0,9,out,0.0,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,MM Ali,56,36,4,4,5,out,155.56,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,MS Dhoni,26,11,1,3,8,not out,236.36,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,R Ravindra,1,2,0,0,2,out,50.0,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,RA Jadeja,18,10,2,1,7,out,180.0,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,RD Gaikwad,0,3,0,0,4,out,0.0,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,S Dube,21,13,2,1,6,out,161.54,Chennai Super Kings vs Gujarat Titans
1426297,Chennai Super Kings,SN Thakur,3,4,0,0,10,not out,75.0,Chennai Super Kings vs Gujarat Titans
1426298,Kolkata Knight Riders,AD Russell,24,14,2,2,6,out,171.43,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,MA Starc,2,2,0,0,9,not out,100.0,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,N Rana,33,23,4,1,5,out,143.48,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,PD Salt,6,5,0,1,1,out,120.0,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,RK Singh,20,12,0,2,7,out,166.67,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,Ramandeep Singh,17,8,1,1,8,not out,212.5,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,SP Narine,0,1,0,0,3,out,0.0,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,SS Iyer,7,10,1,0,4,out,70.0,Kolkata Knight Riders vs Mumbai Indians
1426298,Kolkata Knight Riders,VR Iyer,42,21,6,2,2,out,200.0,Kolkata Knight Riders vs Mumbai Indians
1426298,Mumbai Indians,A Kamboj,2,2,0,0,9,not out,100.0,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,HH Pandya,2,4,0,0,5,out,50.0,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,Ishan Kishan,40,22,5,2,1,out,181.82,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,N Wadhera,3,3,0,0,7,out,100.0,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,Naman Dhir,17,6,1,2,8,out,283.33,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,PP Chawla,1,2,0,0,10,not out,50.0,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,RG Sharma,19,24,1,1,2,out,79.17,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,SA Yadav,11,14,1,0,3,out,78.57,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,TH David,0,3,0,0,6,out,0.0,Mumbai Indians vs Kolkata Knight Riders
1426298,Mumbai Indians,Tilak Varma,32,17,5,1,4,out,188.24,Mumbai Indians vs Kolkata Knight Riders
1426299,Rajasthan Royals,Dhruv Jurel,28,18,1,2,5,out,155.56,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,JC Buttler,21,25,2,0,2,out,84.0,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,R Ashwin,1,1,0,0,7,not out,100.0,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,R Parag,47,35,1,3,4,not out,134.29,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,SB Dubey,0,1,0,0,6,out,0.0,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,SV Samson,15,19,0,0,3,out,78.95,Rajasthan Royals vs Chennai Super Kings
1426299,Rajasthan Royals,YBK Jaiswal,24,21,3,1,1,out,114.29,Rajasthan Royals vs Chennai Super Kings
1426299,Chennai Super Kings,DJ Mitchell,22,13,4,0,3,out,169.23,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,MM Ali,10,13,0,0,4,out,76.92,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,R Ravindra,27,18,1,2,1,out,150.0,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,RA Jadeja,5,6,0,0,6,out,83.33,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,RD Gaikwad,42,41,1,2,2,not out,102.44,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,S Dube,18,11,2,1,5,out,163.64,Chennai Super Kings vs Rajasthan Royals
1426299,Chennai Super Kings,Sameer Rizvi,15,8,3,0,7,not out,187.5,Chennai Super Kings vs Rajasthan Royals
1426300,Royal Challengers Bengaluru,C Green,32,24,1,2,5,not out,133.33,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,F du Plessis,6,7,1,0,2,out,85.71,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,KD Karthik,0,2,0,0,7,out,0.0,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,KV Sharma,6,4,1,0,9,out,150.0,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,MK Lomror,13,8,0,1,6,out,162.5,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,RM Patidar,52,32,3,3,4,out,162.5,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,Swapnil Singh,0,1,0,0,8,out,0.0,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,V Kohli,27,13,1,3,1,out,207.69,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Royal Challengers Bengaluru,WG Jacks,41,29,3,2,3,out,141.38,Royal Challengers Bengaluru vs Delhi Capitals
1426300,Delhi Capitals,AR Patel,57,39,5,3,6,out,146.15,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,Abishek Porel,2,3,0,0,3,out,66.67,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,DA Warner,1,2,0,0,1,out,50.0,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,I Sharma,0,4,0,0,11,not out,0.0,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,J Fraser-McGurk,21,8,2,2,2,out,262.5,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,Kuldeep Yadav,6,10,0,0,10,out,60.0,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,Kumar Kushagra,2,3,0,0,5,out,66.67,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,Mukesh Kumar,3,7,0,0,9,out,42.86,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,Rasikh Salam,10,12,1,0,8,out,83.33,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,SD Hope,29,23,4,0,4,out,126.09,Delhi Capitals vs Royal Challengers Bengaluru
1426300,Delhi Capitals,T Stubbs,3,4,0,0,7,out,75.0,Delhi Capitals vs Royal Challengers Bengaluru
1426302,Delhi Capitals,AR Patel,14,10,2,0,6,not out,140.0,Delhi Capitals vs Lucknow Super Giants
1426302,Delhi Capitals,Abishek Porel,58,33,5,4,3,out,175.76,Delhi Capitals vs Lucknow Super Giants
1426302,Delhi Capitals,J Fraser-McGurk,0,2,0,0,1,out,0.0,Delhi Capitals vs Lucknow Super Giants
1426302,Delhi Capitals,RR Pant,33,23,5,0,4,out,143.48,Delhi Capitals vs Lucknow Super Giants
1426302,Delhi Capitals,SD Hope,38,27,3,2,2,out,140.74,Delhi Capitals vs Lucknow Super Giants
1426302,Delhi Capitals,T Stubbs,57,25,3,4,5,not out,228.0,Delhi Capitals vs Lucknow Super Giants
1426302,Lucknow Super Giants,A Badoni,6,9,0,0,6,out,66.67,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,Arshad Khan,58,33,3,5,8,not out,175.76,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,DJ Hooda,0,2,0,0,4,out,0.0,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,KH Pandya,18,18,2,0,7,out,100.0,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,KL Rahul,5,3,1,0,2,out,166.67,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,MP Stoinis,5,7,1,0,3,out,71.43,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,N Pooran,61,27,6,4,5,out,225.93,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,Naveen-ul-Haq,2,4,0,0,11,not out,50.0,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,Q de Kock,12,8,2,0,1,out,150.0,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,Ravi Bishnoi,2,2,0,0,10,out,100.0,Lucknow Super Giants vs Delhi Capitals
1426302,Lucknow Super Giants,Yudhvir Singh,14,7,1,1,9,out,200.0,Lucknow Super Giants vs Delhi Capitals
1426303,Rajasthan Royals,Avesh Khan,3,2,0,0,10,not out,150.0,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,D Ferreira,7,8,0,0,8,out,87.5,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,Dhruv Jurel,0,1,0,0,6,out,0.0,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,R Ashwin,28,19,3,1,5,out,147.37,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,R Parag,48,34,6,0,4,out,141.18,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,R Powell,4,5,1,0,7,out,80.0,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,SV Samson,18,15,3,0,2,out,120.0,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,T Kohler-Cadmore,18,23,2,1,3,out,78.26,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,TA Boult,12,9,2,0,9,out,133.33,Rajasthan Royals vs Punjab Kings
1426303,Rajasthan Royals,YBK Jaiswal,4,4,1,0,1,out,100.0,Rajasthan Royals vs Punjab Kings
1426303,Punjab Kings,Ashutosh Sharma,17,11,1,1,7,not out,154.55,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,JM Bairstow,14,22,1,0,3,out,63.64,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,JM Sharma,22,20,0,2,6,out,110.0,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,P Simran Singh,6,4,1,0,1,out,150.0,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,RR Rossouw,22,13,5,0,2,out,169.23,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,SM Curran,63,41,5,3,5,not out,153.66,Punjab Kings vs Rajasthan Royals
1426303,Punjab Kings,Shashank Singh,0,2,0,0,4,out,0.0,Punjab Kings vs Rajasthan Royals
1426305,Lucknow Super Giants,A Badoni,22,10,1,2,8,not out,220.0,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,Arshad Khan,0,1,0,0,6,out,0.0,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,D Padikkal,0,1,0,0,2,out,0.0,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,DJ Hooda,11,9,1,0,4,out,122.22,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,KH Pandya,12,7,1,1,7,not out,171.43,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,KL Rahul,55,41,3,3,1,out,134.15,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,MP Stoinis,28,22,5,0,3,out,127.27,Lucknow Super Giants vs Mumbai Indians
1426305,Lucknow Super Giants,N Pooran,75,29,5,8,5,out,258.62,Lucknow Super Giants vs Mumbai Indians
1426305,Mumbai Indians,D Brevis,23,20,1,2,2,out,115.0,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,HH Pandya,16,13,1,1,5,out,123.08,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,Ishan Kishan,14,15,1,0,4,out,93.33,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,N Wadhera,1,3,0,0,6,out,33.33,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,Naman Dhir,62,27,4,5,7,not out,229.63,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,R Shepherd,1,1,0,0,8,not out,100.0,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,RG Sharma,68,38,10,3,1,out,178.95,Mumbai Indians vs Lucknow Super Giants
1426305,Mumbai Indians,SA Yadav,0,3,0,0,3,out,0.0,Mumbai Indians vs Lucknow Super Giants
